datetime,temp,feelslike,dew,humidity,precip,snow,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,description,source,city,temp_range,heat_index,severity_score,month,season,day_of_week,is_weekend,health_risk_score
2024-09-12,74.64751024578733,73.13653689082369,58.52420738812808,64.03364964883883,-0.0126592439254163,0.0,1023.8477149642364,8.65590919938522,15.22019810866445,263.2634414878937,23.11450609580136,5.959995076397265,0.2950834350636954,Clear conditions throughout the day.,fcst,Philadelphia,21.378822373578135,76.35669159895491,2.177358057407404,9.0,Fall,Thursday,False,9.149321538177343
2024-09-13,89.57285491809678,88.03348506106079,41.37040618571464,18.925405693394076,0.0043335510355901,0.0,1005.4840596369556,7.039831229628908,14.867481047775732,271.11177060882915,24.37107832325346,9.061812845252378,0.3637152180049368,Clear conditions throughout the day.,fcst,Phoenix,23.660395564339975,85.77134778292405,3.1896133560909803,9.0,Fall,Friday,False,9.255380320410064
2024-09-20,65.65791409474303,66.55552668582958,52.58385586172411,55.996007697554944,-0.003764355272134,0.0,1011.0134265622032,1.218773633577185,14.724804614285484,234.52501466636937,20.333153348334967,8.049034867990724,0.6023405534846686,Clear conditions throughout the day.,fcst,San Jose,20.406050701307542,76.1286163487184,2.6401777291063433,9.0,Fall,Friday,False,9.004709001447504
2024-09-18,87.59957657604762,86.77245590083139,64.12674817190414,46.65935832473279,0.0004306587315231,0.0,1013.0907059720162,16.418169460669773,14.753618930739222,248.89878289735356,22.312500017167867,7.84172853611035,0.5404509000070592,Clear conditions throughout the day.,fcst,Dallas,16.368377754689792,88.03733067342701,3.753319909491553,9.0,Fall,Wednesday,False,10.676387455067584
2024-09-18,86.67294355068275,87.34911037986234,65.42468168189085,48.58394232411237,-0.0030682135904902,0.0,1012.117779706684,20.183727465224088,15.236181181716962,248.43503491517447,22.313162509626093,7.983609171273148,0.5299611364304267,Clear conditions throughout the day.,fcst,Dallas,16.403527639496794,88.85127368283803,3.535557257514964,9.0,Fall,Wednesday,False,10.54925479559492
2024-09-19,74.14983846029214,74.37788565570148,60.11935056581207,65.20070646298767,0.1950909290791879,0.0,1019.6521669632808,67.68692266568131,14.8538993236029,188.736056435852,16.723416811896897,7.189310078891358,0.5543014983800327,Partly cloudy throughout the day.,fcst,New York City,13.369930198932028,75.05666914895895,2.165739002241151,9.0,Fall,Thursday,False,8.94554475297948
2024-09-20,84.1992717833921,87.78381350442328,72.96971201912244,69.04702992819861,0.2731056351578746,0.0,1012.3934680485085,29.513284493037517,15.056293968533591,251.96597225132115,21.845203125760182,8.366298842875796,0.5927345969429415,Partly cloudy throughout the day with storms possible.,fcst,Houston,15.505301800215795,88.40965578614143,2.970899432022967,9.0,Fall,Friday,False,11.010837129692844
2024-09-13,80.24371499878332,80.93014475334097,70.3532140103348,76.68646395188159,0.0196269619538113,0.0,1009.9543788724618,28.418773089571378,14.680877567638976,261.3973367003501,22.650374922030668,7.745461566484079,0.3322487220617826,Partly cloudy throughout the day.,fcst,Dallas,17.59257426834473,82.40343869035664,2.9780539226617533,9.0,Fall,Friday,False,10.435685678675815
2024-09-14,88.30929485942063,86.71631328261452,48.37287443629376,25.931289753222853,0.0039756407645209,0.0,1008.1471272049528,10.528301538566812,14.63724919884294,267.12912162857305,22.87499361412429,9.123387502385857,0.3760896562849143,Clear conditions throughout the day.,fcst,Phoenix,21.45131552287663,85.26081974431563,2.9815513807339307,9.0,Fall,Saturday,True,9.30068617577663
2024-09-18,81.67930386156469,83.59435044200598,66.33166849833725,62.317095635298,-0.0018326386953929,0.0,1010.9564075608528,18.27853562918449,14.813569480321547,261.7614175836442,23.23473449425053,8.015768788733672,0.4945435880174584,Clear conditions throughout the day.,fcst,San Antonio,22.345186670687323,86.24749916021929,3.641573081245145,9.0,Fall,Wednesday,False,10.69158175231368
2024-09-16,86.9616023500711,88.3811337371508,68.77594190481237,62.65630638100475,0.028688846729556,0.0,1012.4902621543772,37.93049173856772,15.335543379773611,260.71016984333886,23.459493874110276,7.911755517283359,0.4510572856141889,Partly cloudy throughout the day with storms possible.,fcst,Houston,16.36713064324416,88.52014830221232,3.1356532878979,9.0,Fall,Monday,False,10.907472029257956
2024-09-08,76.89945000263674,78.24947541200329,58.19018510794132,52.90512170900653,0.0029293073266616,0.0,1015.5260537055694,22.77729183510789,9.87439056227658,244.4787229771688,21.569594718384195,7.936201440456718,0.1964767564351809,Partly cloudy throughout the day.,fcst,Houston,16.087695450528237,79.45823388587874,3.702674454599226,9.0,Fall,Sunday,True,9.84891584482037
2024-09-15,70.52575216836722,70.90990685248293,58.06335527833995,66.77244139867021,0.0049237381340413,0.0,1026.682431464214,37.168592507980634,14.870572737532507,157.01186651760645,13.47856251531315,4.85991466357593,0.4217298195929402,Partly cloudy throughout the day.,fcst,New York City,7.550124149328925,75.42937297656238,2.21302409281958,9.0,Fall,Sunday,True,8.837003570419927
2024-09-15,71.20353461015685,69.82206935510084,61.249888523680646,76.1290089661842,-0.0010926104350642,0.0,1010.6478429848356,3.856734529782486,15.002669209148744,267.2879805923072,22.85626909874771,8.79693288764132,0.4241688784780122,Clear conditions throughout the day.,fcst,San Diego,8.958347353619436,72.46243246356923,2.579084127390902,9.0,Fall,Sunday,True,9.249098597694102
2024-09-15,74.11845582105693,75.49755864823888,56.91874067841073,53.919818698566125,0.0229435635058826,0.0,1017.1157685382022,88.0615679731759,14.870771062033166,109.14878774810572,9.31576923073529,5.057433772229402,0.4311639131726083,Partly cloudy throughout the day.,fcst,Chicago,10.258280937442212,77.3089999986554,2.1592813821981975,9.0,Fall,Sunday,True,8.936296813837851
2024-09-17,82.99018990956833,84.63863012015345,64.11492867335828,55.75268240519685,0.0081206811022142,0.0,1012.189568339575,39.58382679861916,15.098905282551986,281.27755758369284,23.59593249516262,8.26582619097658,0.4804969668335979,Clearing in the afternoon.,fcst,San Antonio,19.57370913197433,86.0550868399137,3.5702145280751334,9.0,Fall,Tuesday,False,10.549495081076527
2024-09-15,72.89702870557721,72.36902905549918,43.962912182218254,41.95939582699474,-0.0001006605784002,0.0,1011.082175607822,5.167372877390282,14.828204345005028,264.62103899841566,23.264356128447183,9.052569885539349,0.4209235649338988,Clear conditions throughout the day.,fcst,Los Angeles,22.752938897126175,76.24390221581014,2.426801367584348,9.0,Fall,Sunday,True,8.631339953272388
2024-09-07,77.18313347413103,76.24223615733328,55.36900040907637,52.45030684102244,0.00674638136376,0.0,1018.1190140797896,2.398639364542217,9.772405241482456,303.4782394212461,26.21107784457438,10.025575717041349,0.1536225764369314,Clear conditions throughout the day.,comb,Dallas,15.70505133432217,78.75765572036154,4.602383308393489,9.0,Fall,Saturday,True,10.196746328926826
2024-09-19,83.12594078348474,84.91712095409815,69.83385638237557,66.19919703284795,0.0018432214980201,0.0,1012.1248443745354,61.39086634596917,15.161813306267716,240.68478555817413,19.70420678511801,6.907045611752878,0.5431089436820499,Partly cloudy throughout the day.,fcst,San Antonio,20.900497312587422,86.18121622024837,3.390046863807091,9.0,Fall,Thursday,False,10.86376387210655
2024-09-15,69.73080974110287,70.84187004141498,61.75256292388104,75.21948211491407,0.0046764887309614,0.0,1010.2629308799897,6.5694174715267515,14.80635829882497,273.7518832112465,23.185097367456688,8.861318160494122,0.3887603814595455,Clear conditions throughout the day.,fcst,San Diego,8.375756659332067,72.60935278387797,2.5055867420261,9.0,Fall,Sunday,True,9.201505599126966
2024-09-16,67.74717195010541,67.75518528254278,51.40425296213442,59.80043866259965,0.0977680341832905,0.0,1028.4085898685316,19.306396247857947,15.1643712768421,223.00874326640303,19.348183520093187,8.0032501443729,0.434948546902983,Clear conditions throughout the day.,fcst,Philadelphia,14.019527117559075,76.96307177739638,3.274181112367313,9.0,Fall,Monday,False,9.583497929627269
2024-09-16,78.61357376217867,78.81388420038792,61.00256071264278,53.929881697343646,0.0060478053849371,0.0,1018.720041200884,61.311905309838345,14.805226113320296,131.2330101915186,11.92956393422808,6.846566857770872,0.4425305950291712,Partly cloudy throughout the day.,fcst,Chicago,17.8164744157548,79.57884607042816,3.0092976240195664,9.0,Fall,Monday,False,9.613666662298735
2024-09-07,74.32716672023327,74.65452472887739,59.33590790872713,66.86432436264606,-0.0067254970995235,0.0,1013.339755149413,15.369529968259952,9.681464366258638,265.507096004797,24.414136819625764,9.167416653454742,0.1621984536529181,Clear conditions throughout the day.,comb,San Jose,26.953520521082808,76.06341366481914,3.4067160512450303,9.0,Fall,Saturday,True,9.886919647255455
2024-09-20,83.1456818195054,87.04322243235275,71.4187169820597,73.19748431868388,0.2662131981141504,0.0,1011.780543146026,29.391429501410396,14.981342191097395,243.2921115258909,20.9758482730038,7.913906592847069,0.5904916830552974,Partly cloudy throughout the day with storms possible.,fcst,Houston,15.612150332419636,89.48094396162418,2.9203176833230757,9.0,Fall,Friday,False,11.00600718729024
2024-09-17,85.6688271122192,86.62395086131282,64.84316641631828,51.55411892829109,0.0024068034092921,0.0,1012.892491315622,53.34340048424691,14.62281594284247,226.5199576139842,18.93586539353198,6.874268814163452,0.5282647516881969,Partly cloudy throughout the day.,fcst,Dallas,16.069863946965164,87.38186619531025,2.655091264001017,9.0,Fall,Tuesday,False,10.07434763544679
2024-09-14,67.96654974330292,70.06523923173162,55.691560550039654,65.49962507190845,-0.0059360862475004,0.0,1009.6973713150325,11.675174524199193,14.818731268909374,254.37012510566743,22.88996890585777,8.335502174515874,0.4038680227772622,Clear conditions throughout the day.,fcst,San Jose,21.527001433620697,75.17758885250359,3.1898279562142418,9.0,Fall,Saturday,True,9.702714294317072
2024-09-20,77.8552337621394,75.69271179300587,62.21111387197035,64.93040750837115,0.0086460128026384,0.0,1016.5868075941672,23.895222635457152,14.835487428174387,221.432166388129,19.285849678868928,7.19361746915556,0.5896617052763656,Clearing in the afternoon.,fcst,New York City,16.227296896770348,78.23296140929845,2.3753745652212954,9.0,Fall,Friday,False,9.449563740559087
2024-09-15,70.47432512603676,68.73174645738881,58.82775853831656,65.08007000500349,-0.0123726536184711,0.0,1027.313634589729,37.90324865643003,15.258775423992237,148.50526126332178,13.241273109851356,4.821857922629173,0.4217808370483755,Partly cloudy throughout the day.,fcst,New York City,7.131275359118831,74.51151884512446,2.1322937853437565,9.0,Fall,Sunday,True,8.888236425381223
2024-09-08,88.09216519816492,85.8255123593831,54.756354497692094,39.97485914228454,0.0108020521520723,0.0,1008.7660816803872,20.407036460738585,9.581259345901184,285.2866812408516,24.5063334985085,8.868488945878237,0.2086736401102972,Partly cloudy throughout the day.,fcst,Los Angeles,23.2958265905773,86.03602087129892,2.488082195682316,9.0,Fall,Sunday,True,9.499975734943876
2024-09-19,74.79686924227053,74.78338812681342,60.2860656690947,64.54462626692074,0.0284179477912498,0.0,1018.5040348409696,24.976401942777738,15.139715284127773,214.5656995709944,18.88547002509144,6.970947689121843,0.569238032471003,Partly cloudy throughout the day.,fcst,Philadelphia,21.592376043890756,76.66277166966815,2.68859427278554,9.0,Fall,Thursday,False,9.51822438961498
2024-09-11,79.58628970045034,82.85073919924781,71.68045720269401,77.9090477838128,0.0489944804976109,0.0,1008.8317727901058,53.537759370740915,15.058935481336569,196.15238132847625,16.562724716895776,4.976015604075655,0.2549097905371292,Partly cloudy throughout the day.,fcst,San Antonio,11.553513620444187,84.4814863642751,2.8768966247905894,9.0,Fall,Wednesday,False,10.413748016254734
2024-09-11,95.02697075670152,90.05896080915618,39.619788303771635,16.81392505514852,0.0042987471275592,0.0,1002.4439300791176,5.6666522832289425,14.952645025373595,273.1216020274982,24.621675551416686,8.931609794601115,0.315472450107886,Clear conditions throughout the day.,fcst,Phoenix,24.695945148675765,89.66456263971972,3.3720261800177895,9.0,Fall,Wednesday,False,9.53081503809966
2024-09-10,92.5955364564906,90.71856825291648,38.409433750810855,16.37659057956832,0.0103305706599002,0.0,1007.1961144121356,2.370303668701523,12.34327849166792,266.010070057935,23.8802312335144,9.19926394532531,0.2368032141854307,Clear conditions throughout the day.,fcst,Phoenix,25.28780327768377,89.41756788334112,2.777935375385006,9.0,Fall,Tuesday,False,9.365397886482992
2024-09-19,61.67141961310209,62.344441388852445,47.29231656786991,59.54733889157267,0.0119610655520268,0.0,1012.2746078525274,4.657589682189344,15.035612071481342,263.08786817132517,23.41625414615391,9.031380639713747,0.5595760070290333,Clear conditions throughout the day.,fcst,Los Angeles,18.267996686224844,78.92831554769283,2.466254599654344,9.0,Fall,Thursday,False,9.369213954869542
2024-09-08,61.31071098708941,61.80753282466104,43.10830974514266,54.34388294584651,-0.010047690194917,0.0,1017.4581929986904,3.88675603085788,10.146569964096807,283.91919413820244,24.37194061744951,7.994496589174557,0.2365304919210851,Clear conditions throughout the day.,fcst,Philadelphia,15.53745857332833,81.5627667297983,3.8758532801480783,9.0,Fall,Sunday,True,10.08770116780285
2024-09-09,76.38213865081097,79.62292320839606,60.91298869478619,55.34255399464097,0.0441349384107187,0.0,1016.4759212257608,38.471139705384886,10.181393273699266,330.21438752868073,29.268300372248337,8.909357084383212,0.2304381829370225,Partly cloudy throughout the day.,fcst,Houston,17.473884155294087,80.02594686096134,3.624064434348357,9.0,Fall,Monday,False,9.808954169215198
2024-09-09,71.04517701350774,70.56929936207383,48.2171014806639,46.435305219605965,-0.0026591020980498,0.0,1019.1435799328784,7.575430655788264,10.04436610859947,339.2570159991563,28.932941712217897,8.843238604409432,0.2179283946096838,Clear conditions throughout the day.,fcst,Dallas,29.079484933633,76.90641808784574,3.019739865927355,9.0,Fall,Monday,False,9.152715974621792
2024-09-08,80.45530648870894,82.12438228183112,65.57008354508015,60.360964723807584,-0.0002519836092951,0.0,1007.7089135955902,30.868424332168896,9.563307502015189,249.60187522277064,21.60528597500144,7.906903155540031,0.1915274351843029,Partly cloudy throughout the day.,fcst,San Diego,9.699006351557165,82.02714682904758,3.267878535179976,9.0,Fall,Sunday,True,10.315934724184489
2024-09-08,70.86235291917268,70.81203911396307,49.06171435690469,47.93056142552718,0.0058756281463272,0.0,1018.5646290238324,4.51913400239378,10.281591029338824,291.8016037726315,25.58983972693017,8.869445103363471,0.1926400118778087,Clear conditions throughout the day.,fcst,Dallas,21.45939111419269,76.46700923219399,3.606851966391997,9.0,Fall,Sunday,True,9.344131729306111
2024-09-19,80.63812286784243,83.88712925074674,72.2503156226182,75.54191198200255,0.0142078514229181,0.0,1013.1992804124056,43.908905107165914,14.099288354546603,188.51189613574277,17.043083511567165,6.812273319693944,0.5745411186071224,Becoming cloudy in the afternoon with storms possible.,fcst,Houston,11.731385138346356,86.5055358038791,2.908403679311424,9.0,Fall,Thursday,False,11.141997274887402
2024-09-08,76.43533660800483,74.95058182828693,51.38571305703404,42.70660095391012,-0.0031939673291454,0.0,1015.0406404804908,2.3640344199889873,9.973308615921482,308.6015136157381,26.82214768474519,10.160700940361552,0.2018183533862074,Clear conditions throughout the day.,fcst,San Antonio,20.955603675268232,77.76195012956144,4.226105054565023,9.0,Fall,Sunday,True,9.654177648058951
2024-09-09,85.33118402224326,85.07743709203307,54.8907585088247,36.51472585984108,0.0019390157784478,0.0,1010.6540243497216,14.73469599855817,9.892955379013722,304.54573314455513,26.109166690384676,9.13865380403598,0.2188431499970788,Clear conditions throughout the day.,fcst,Los Angeles,22.422146262922897,83.80261996396337,3.6321661135105257,9.0,Fall,Monday,False,9.766561114217618
2024-09-17,68.27138249154774,67.83909914098139,47.124956604173846,44.98246403097923,0.0013570547163881,0.0,1010.2499684854037,13.233495012231613,15.09068711543472,252.19705981875865,20.753900330142777,7.944155622067727,0.4753693618929475,Clear conditions throughout the day.,fcst,San Jose,21.42157024500947,76.85785934689571,2.469156386644336,9.0,Fall,Tuesday,False,8.924981076681146
2024-09-08,70.71075826922443,70.96340434647206,50.25562188734307,49.01116976749736,-0.0020643215116932,0.0,1018.7609613487672,3.0798926794385153,10.38616648624893,290.9172313958412,25.642709580819822,9.196427529306272,0.1793206486922335,Clear conditions throughout the day.,fcst,Dallas,21.8070161866181,77.66800863606633,3.4617489415464267,9.0,Fall,Sunday,True,9.349062292523044
2024-09-19,64.36058340168078,64.56717305765038,49.93732609287893,57.49316524944883,0.0009534119803867,0.0,1013.0075980713278,-0.6506516976150974,14.91893066712458,237.65348984322375,21.127274455832207,8.08799087711261,0.5608827104904397,Clear conditions throughout the day.,fcst,San Jose,18.286430158602865,79.03206495778191,2.334976705382501,9.0,Fall,Thursday,False,9.138455198209329
2024-09-11,67.92681016400854,68.43748227667385,62.549425533201465,77.02257613053422,-0.0176437055103112,0.0,1007.0915090540846,38.156347371401566,15.132803341815483,277.89197958096787,24.302862481879387,8.838938370534054,0.288095347181064,Partly cloudy throughout the day.,fcst,San Diego,6.2160167958575006,68.45555756634077,3.466509916959824,9.0,Fall,Wednesday,False,9.785637852648389
2024-09-20,76.57388053220065,75.05733039198526,62.495320872118064,63.630281338488416,0.0076550624305872,0.0,1016.5333704173408,84.60171027523796,15.242348404339578,199.61743438630705,16.486930799417426,6.782670889040492,0.6061045931396447,Partly cloudy throughout the day.,fcst,Philadelphia,16.475135089160798,77.93258621008688,2.854961463439944,9.0,Fall,Friday,False,9.701082360350007
2024-09-12,91.0192416141321,85.71646080029468,39.4329327487531,17.603975662832998,0.0044934770887941,0.0,1000.4480606729014,4.815675410065506,14.925198752239396,265.3318959597881,23.18288103941518,9.045616530099911,0.3166000778660657,Clear conditions throughout the day.,fcst,Phoenix,21.225788826455897,87.00741732936044,3.889749843039916,9.0,Fall,Thursday,False,9.525670685925506
2024-09-11,68.56666032956419,68.94623302543,59.01631228176009,76.64971033681235,0.0122842343995224,0.0,1006.8190898992636,13.733987992113706,15.441148987310733,281.633502950341,24.18695342466563,9.070958334985134,0.3023249305334947,Clear conditions throughout the day.,fcst,Los Angeles,14.964529557065797,72.49703949815665,3.593870851161031,9.0,Fall,Wednesday,False,9.781398894598924
2024-09-10,75.87231542263414,77.22051700708174,57.90407827755,55.22175504465717,0.009349790050262,0.0,1010.56833281367,9.02871473380586,11.980971960243702,274.76368439824773,23.74217698718983,8.807294453637015,0.2283666596826695,Clear conditions throughout the day.,fcst,Los Angeles,18.864205006870744,78.48529289167354,3.9309521747993967,9.0,Fall,Tuesday,False,9.978340045605645
2024-09-07,84.99830524243214,85.01385418325911,61.97382962404984,47.14468923926216,0.0046865975264518,0.0,1008.5681276806976,7.630593237907204,9.949693159070184,255.40102620818675,23.412211582583673,8.921643180826221,0.1522922866867157,Clear conditions throughout the day.,comb,Los Angeles,27.468765958826392,87.05617937778071,2.560182501434032,9.0,Fall,Saturday,True,9.886218862898149
2024-09-21,76.77964663641373,76.67766491701273,60.49356852555203,55.17937587798446,0.4293781447394953,0.0,1018.3336759298804,34.88140368224371,14.840508117372307,214.68150257599757,18.049157896607472,7.127175531321277,0.6302088849401701,Becoming cloudy in the afternoon.,fcst,New York City,13.576362092922349,79.29287012176185,2.6071656286185343,9.0,Fall,Saturday,True,9.21552860779821
2024-09-20,84.05842578730869,87.07608408220406,72.34418774125577,71.9570739606216,0.2615209061085493,0.0,1012.4110979738168,29.77739356839278,15.013144594552228,244.40759828752903,21.592953875051855,8.234167242355511,0.6203804600544014,Partly cloudy throughout the day with storms possible.,fcst,Houston,15.30872780277299,89.54036391004571,3.0403822647822514,9.0,Fall,Friday,False,10.989720473395057
2024-09-12,75.1621429698624,75.33838935870709,59.52840191164814,55.3637567169992,-0.001943096254665,0.0,1016.4734263119784,12.104468076929647,15.357804162433624,248.15926987962453,21.532116246487885,7.012582703540281,0.3179129716213154,Clear conditions throughout the day.,fcst,Chicago,17.503869340881753,77.15299182874989,2.8196053330246897,9.0,Fall,Thursday,False,9.059525757533304
2024-09-16,68.92377511164385,70.29612818915172,43.73346215176323,41.67417765664928,-0.0047453683330617,0.0,1008.9489937330956,10.302715282928652,14.9507182714753,246.44739310431257,22.059036534037112,8.008386292532235,0.4721797834815869,Clear conditions throughout the day.,fcst,San Jose,21.72756903704497,78.21608500372587,2.3878730822052963,9.0,Fall,Monday,False,8.730740560075464
2024-09-12,75.1131157902514,76.69869484839884,57.47746165207016,57.88047069792243,0.0085887319078402,0.0,1016.8161743230036,9.693336418768824,15.087147548947607,248.3865189945731,21.65035802035611,6.932758755996081,0.3396357618389914,Clear conditions throughout the day.,fcst,Chicago,16.972321250291106,77.04782542063971,2.690416131437967,9.0,Fall,Thursday,False,9.250788363731449
2024-09-11,78.64393341134104,78.85454337539642,69.07321861255681,77.8764519075108,0.0576630347514796,0.0,1010.615843256944,43.45522822252316,14.398845570260482,139.83841238063786,11.685105780744417,5.221697008335688,0.2640080782512417,Partly cloudy throughout the day.,fcst,Dallas,14.332536059549602,80.11228479102782,2.7926428089785973,9.0,Fall,Wednesday,False,10.02933147507069
2024-09-21,76.42527406794632,76.1706879726144,59.51552346884869,57.082984649872515,0.014526449572016,0.0,1020.423272589734,10.23303502895514,15.08840971302525,196.3055452583632,16.523438712934105,7.082863692373866,0.6309964892074353,Clear conditions throughout the day.,fcst,Chicago,14.708244708257114,79.97822869441708,3.8550355837480352,9.0,Fall,Saturday,True,10.115996520193317
2024-09-09,78.4708217710959,78.5379835600975,64.19313223533425,63.41982583839977,0.0049030185574119,0.0,1010.3287768735148,23.645442686598905,10.106398175978065,284.09255030080493,25.070528339523356,8.874621885533504,0.2147982700760017,Partly cloudy throughout the day.,fcst,San Diego,7.720199179013029,80.6727239250429,3.7174908889818097,9.0,Fall,Monday,False,10.2515374109696
2024-09-14,73.63129819618766,73.8601856541769,60.20451683715685,64.93173918773313,0.0052566117240731,0.0,1021.8101231905424,29.367192788329664,15.02541373889363,251.6213684146847,21.274983015687603,6.116587746150194,0.4123299970663157,Partly cloudy throughout the day.,fcst,New York City,13.710759652652255,75.57898258702058,2.7191118050626626,9.0,Fall,Saturday,True,9.25561912433684
2024-09-12,66.73406568722443,67.61366012411075,61.188756904671,82.70690849592808,-0.0105105943304162,0.0,1005.9302147442488,50.13413480052428,14.779580742687008,270.53881217874414,23.7372309727364,8.895513833107904,0.3006304186551418,Partly cloudy throughout the day.,fcst,San Diego,5.166302509175501,68.35939425141513,3.4832901350560284,9.0,Fall,Thursday,False,9.74217887644016
2024-09-11,72.23473562306096,72.81248388659277,57.97443732067475,62.36499540769637,0.0114782849087575,0.0,1021.8520564061868,17.3613270279605,14.751846836669294,265.1990929871806,21.85125508992806,5.858119994637108,0.2313813207825156,Clear conditions throughout the day.,fcst,New York City,16.74806572841111,77.4930702240582,2.357978542692023,9.0,Fall,Wednesday,False,9.087467292332848
2024-09-09,74.9980107157011,73.55274192225748,51.62571161243911,43.38366337126807,0.0102661678428118,0.0,1016.794687390758,20.18830096345881,9.985369095287885,343.2066496354825,29.00740981962927,8.933336150170788,0.2474429114919124,Clear conditions throughout the day.,fcst,San Antonio,24.07605789995584,78.8541033139662,3.737757364904279,9.0,Fall,Monday,False,9.414144607668057
2024-09-11,69.17170604992388,69.27306877466854,59.85761019577012,75.77107196153027,-0.0113162313036782,0.0,1006.9841328179692,17.755042980528437,14.750115855338914,287.8272473025264,23.088788258711613,8.871724345386067,0.2953143002552609,Clear conditions throughout the day.,fcst,Los Angeles,15.444515456740952,72.01841928729107,3.490162574375109,9.0,Fall,Wednesday,False,9.770646616412952
2024-09-11,75.20149749730457,73.9588235872334,55.19350277930785,51.61445700065618,0.0038382299810964,0.0,1015.3775769618342,8.97915599046748,15.325780701504447,253.10717581979085,22.06610061018472,6.865132970637051,0.2318068715096345,Clear conditions throughout the day.,fcst,Chicago,19.62289382577453,77.61196130409121,2.845186563744543,9.0,Fall,Wednesday,False,9.16399657844985
2024-09-12,72.69134833743983,74.40580385543502,59.26267444636252,62.20998057287218,-0.0044833389299788,0.0,1022.510608195335,13.72341980235016,15.09663899594182,261.3558112969021,22.29137958059933,5.791435069863349,0.2989319590218464,Clear conditions throughout the day.,fcst,New York City,16.340986130887618,77.101209007406,2.6261960315467756,9.0,Fall,Thursday,False,9.315566986327148
2024-09-13,73.95718768371808,75.8511985182215,61.08585740492604,58.566495905906265,0.0271678087445817,0.0,1018.7142961224404,15.044154780231292,15.298636278089305,243.70684003239705,20.674133574962767,6.895851614714786,0.3283121151071662,Clear conditions throughout the day.,fcst,Chicago,14.36529927750512,77.22874148405303,2.9090419611302205,9.0,Fall,Friday,False,9.43817941887945
2024-09-13,83.54822982754646,86.68212764744437,69.59533496248514,66.64119882049978,0.0120043909943958,0.0,1009.8767480244298,32.86932092393846,14.94023868729759,265.20660582933795,22.640818968383883,8.920543390024703,0.379896532370642,Partly cloudy throughout the day.,fcst,San Antonio,17.8573992138466,87.80919412807528,3.088693891634719,9.0,Fall,Friday,False,10.963581434540735
2024-09-16,80.56966908813668,78.09635011253667,60.70252358482628,52.47983811092618,0.0047592984364042,0.0,1017.1691890648852,69.8944965515081,14.841964383248264,141.2707905668876,12.211993115529475,6.798558458182106,0.4488060383787218,Partly cloudy throughout the day.,fcst,Chicago,19.050935264521954,80.76914658418131,3.0263528882373385,9.0,Fall,Monday,False,9.640176773949293
2024-09-09,79.66047234830981,80.14527511124672,64.6747999276805,61.73846893269328,0.0015250437240819,0.0,1008.2562095586368,23.366448697942474,9.754694682876302,297.2853597249938,24.47462586192153,9.080518579418564,0.2123977745702844,Partly cloudy throughout the day.,fcst,San Diego,8.561078926669389,81.0753812249238,3.6133341397195617,9.0,Fall,Monday,False,10.338734266530686
2024-09-09,78.7173302843588,79.0763921997001,65.8627681190152,62.75554837159336,-0.0004375387462222,0.0,1009.7302312784186,28.00635697907017,9.80445592899794,288.10632804068337,25.061857715013502,8.736689760157027,0.243936290591495,Partly cloudy throughout the day.,fcst,San Diego,8.311620319800117,80.9554571953481,3.649013313671401,9.0,Fall,Monday,False,10.27663137869546
2024-09-10,67.0650523117777,68.70943076654967,57.3885688295199,68.68672097930875,0.017617636646217,0.0,1011.5028022831392,18.710190630553708,12.297811445778812,278.7636374952874,24.38859712766046,8.943182689564495,0.253692711333599,Clear conditions throughout the day.,fcst,San Jose,18.673883091086047,74.21178250494802,3.558599805809652,9.0,Fall,Tuesday,False,9.744232429571566
2024-09-20,82.35378158054536,86.0753032075925,72.59694110128547,69.84498814898467,0.2898675168539162,0.0,1012.7728661755827,29.14289476877679,15.252561706087532,255.49310304353364,21.96325844184488,8.098564610372918,0.5851882002998148,Partly cloudy throughout the day with storms possible.,fcst,Houston,16.27939619388697,88.51449700927854,3.075571758870961,9.0,Fall,Friday,False,10.98624258962523
2024-09-15,87.21689260931528,88.11968794238577,66.48904445852281,55.48254751775397,-0.0094291949134319,0.0,1012.4595885006166,29.652209417936543,15.188863657633838,277.89213545852226,23.96164938717305,8.16876767783409,0.4355903996673719,Partly cloudy throughout the day.,fcst,San Antonio,21.590739737734733,90.2105059252152,3.6210856837318968,9.0,Fall,Sunday,True,11.078898665587076
2024-09-20,78.29385425939351,76.65440339727336,59.32342174399772,53.268021062160614,0.0039946713245313,0.0,1016.2801059629968,9.065331903384786,15.055994244933071,195.0093514096448,17.20947123011392,6.914323443770704,0.598783812272857,Clear conditions throughout the day.,fcst,Chicago,16.163704384465458,80.71353718311985,2.802277639182936,9.0,Fall,Friday,False,9.311883911247904
2024-09-14,72.25701925955596,72.93741032867493,61.028769860082605,66.24581746892903,-9.307602320829324e-05,0.0,1021.062634340038,26.634484562879457,14.656908755860313,249.21206678885437,22.09184231951361,6.151056478777675,0.3988242163239629,Partly cloudy throughout the day.,fcst,New York City,13.948170723941145,76.1166965869875,2.51086771968726,9.0,Fall,Saturday,True,9.346399760989728
2024-09-21,76.38774197192964,75.60685497445925,60.189813294236586,59.52837810581873,0.0108416289806368,0.0,1019.7313194565696,11.56284510106125,15.06099216798195,191.67768987789353,16.899094554817232,6.945223087855672,0.6160289291854726,Clear conditions throughout the day.,fcst,Chicago,14.56574705726597,78.85383080438383,3.7690201903072102,9.0,Fall,Saturday,True,9.9932675706405
